road,random--la11,random--la14,random--la17,random--la18,random--la111,random--la115,random--la117,random--la102,random--la103,random--la105,random--la108,random--la109,random--la1012,random--la1017,random--la1018,random--la1020,random--la23,random--la24,random--la28,random--la210,random--la211,random--la213,random--la214,random--la215,random--la216,random--la218,random--la219,random--la220,random--la222,random--la31,random--la35,random--la36,random--la37,random--la38,random--la310,random--la311,random--la318,random--la321,random--la322,random--la323,random--la42,random--la44,random--la46,random--la49,random--la412,random--la413,random--la414,random--la415,random--la53,random--la56,random--la57,random--la58,random--la59,random--la510,random--la511,random--la517,random--la518,random--la520,random--la61,random--la62,random--la63,random--la66,random--la68,random--la610,random--la614,random--la615,random--la616,random--la617,random--la619,random--la621,random--la622,random--la623,random--la625,random--la626,random--la627,random--la72,random--la74,random--la75,random--la77,random--la79,random--la711,random--la713,random--la714,random--la716,random--la718,random--la719,random--la82,random--la84,random--la85,random--la87,random--la88,random--la810,random--la811,random--la813,random--la814,random--la816,random--la818,random--la819,random--la820,random--la821,random--la822,random--la824,random--la92,random--la93,random--la96,random--la98,random--la910,random--la912,random--la914,random--la916,random--la917,random--la918,random--la921,random--la922,random--la923 
random--la61,0.9,0.5833333333333334,0.5833333333333334,0.9090909090909091,0.9,0.45454545454545453,0.7272727272727273,0.5833333333333334,0.8,0.5454545454545454,0.45454545454545453,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.8181818181818182,0.5384615384615384,0.8,0.45454545454545453,0.5454545454545454,0.5833333333333334,0.7,0.45454545454545453,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.5454545454545454,0.9090909090909091,0.5833333333333334,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.5,0.75,0.7272727272727273,0.75,0.9090909090909091,0.6363636363636364,0.5,0.8333333333333334,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.75,0.8181818181818182,1.0,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.8181818181818182,0.6923076923076923,0.7272727272727273,0.6363636363636364,1.0,0.8333333333333334,0.4166666666666667,0.6363636363636364,0.8181818181818182,1.0,0.6153846153846154,0.5833333333333334,0.6923076923076923,0.46153846153846156,0.75,0.8,0.9,0.75,1.0,0.8181818181818182,0.8,0.4166666666666667,0.6363636363636364,0.7272727272727273,0.8181818181818182,0.6666666666666666,0.5,0.7,0.6666666666666666,0.7272727272727273,0.6363636363636364,0.75,0.7272727272727273,0.8181818181818182,0.4,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.9090909090909091,0.8181818181818182,0.46153846153846156,0.7272727272727273,0.5454545454545454,0.9090909090909091,0.7272727272727273,0.75,0.6666666666666666,0.5,0.6666666666666666,0.8181818181818182,0.75,0.9090909090909091,0.6666666666666666,0.8,0.7272727272727273,0.7272727272727273,0.5,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.6363636363636364,0.7,0.5833333333333334,0.8333333333333334,0.8181818181818182,0.5833333333333334
random--la62,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6923076923076923,0.6666666666666666,0.4166666666666667,0.5384615384615384,0.6666666666666666,0.46153846153846156,0.5,0.4166666666666667,0.75,0.38461538461538464,0.6666666666666666,0.75,0.75,0.46153846153846156,0.4166666666666667,0.6363636363636364,0.8181818181818182,0.5,0.4166666666666667,0.5384615384615384,0.6666666666666666,0.6153846153846154,0.5,0.6923076923076923,0.5384615384615384,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.3333333333333333,0.6923076923076923,0.5384615384615384,0.6923076923076923,0.6923076923076923,0.7272727272727273,0.45454545454545453,0.7692307692307693,0.6666666666666666,0.6666666666666666,0.6153846153846154,0.6923076923076923,0.6153846153846154,0.6153846153846154,0.5384615384615384,0.6153846153846154,0.6666666666666666,0.7692307692307693,0.6153846153846154,0.7692307692307693,0.5384615384615384,0.46153846153846156,0.6153846153846154,0.7692307692307693,0.5,0.7272727272727273,0.6153846153846154,0.6153846153846154,1.0,0.5384615384615384,0.7692307692307693,0.5384615384615384,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.6923076923076923,0.6153846153846154,0.75,0.46153846153846156,0.6363636363636364,0.46153846153846156,0.6666666666666666,0.6153846153846154,0.6153846153846154,0.5833333333333334,0.6363636363636364,0.75,0.5384615384615384,0.5833333333333334,0.6923076923076923,0.6666666666666666,0.6153846153846154,0.25,0.38461538461538464,0.5384615384615384,0.5833333333333334,0.6923076923076923,0.6153846153846154,0.6666666666666666,0.6666666666666666,0.5,0.6923076923076923,0.6666666666666666,0.6923076923076923,0.75,0.5833333333333334,0.75,0.75,0.6923076923076923,0.6923076923076923,0.6153846153846154,0.46153846153846156,0.6666666666666666,0.5384615384615384,0.7272727272727273,0.6666666666666666,0.7692307692307693,0.5384615384615384,0.5833333333333334,0.38461538461538464,0.6666666666666666,0.7692307692307693,0.6153846153846154,0.5384615384615384
random--la63,0.5,0.6363636363636364,0.8,0.6666666666666666,0.5,0.5,0.8,0.5,0.5454545454545454,0.23076923076923078,0.5,0.7272727272727273,0.7777777777777778,0.6363636363636364,0.5833333333333334,0.5833333333333334,0.7,0.5,0.3333333333333333,0.5,0.45454545454545453,0.5,0.6363636363636364,0.5,0.7272727272727273,0.45454545454545453,0.6666666666666666,0.8,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.5555555555555556,0.5384615384615384,0.38461538461538464,0.6666666666666666,0.6666666666666666,0.5454545454545454,0.4,0.75,0.8,0.8,0.9,0.6666666666666666,0.7272727272727273,0.5833333333333334,0.5,0.5833333333333334,0.6363636363636364,0.75,0.5833333333333334,0.6153846153846154,0.6363636363636364,0.7,0.5833333333333334,0.6153846153846154,0.3333333333333333,0.5454545454545454,0.7272727272727273,0.5833333333333334,0.5384615384615384,1.0,0.75,0.5,0.6666666666666666,0.5454545454545454,0.5,0.8181818181818182,0.5833333333333334,0.5833333333333334,0.7,0.6,0.7,0.5,0.7272727272727273,0.9,0.4166666666666667,0.45454545454545453,0.7272727272727273,0.6363636363636364,0.5454545454545454,0.8181818181818182,0.5,0.7272727272727273,0.3,0.6,0.8,0.7,0.6666666666666666,0.7272727272727273,0.6363636363636364,0.5,0.45454545454545453,0.6666666666666666,0.6363636363636364,0.6666666666666666,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.5833333333333334,0.8181818181818182,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.6363636363636364,0.5,0.4166666666666667,0.5,0.75,0.8,0.5454545454545454,0.6,0.8,0.75,0.7272727272727273,0.8
random--la66,0.6153846153846154,0.75,0.75,0.7692307692307693,0.6153846153846154,0.5,0.75,0.75,0.6666666666666666,0.46153846153846156,0.5,0.8333333333333334,0.5833333333333334,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.6666666666666666,0.5,0.46153846153846156,0.6153846153846154,0.46153846153846156,0.5,0.6153846153846154,0.6153846153846154,0.8333333333333334,0.5833333333333334,0.7692307692307693,0.6153846153846154,0.8333333333333334,0.6923076923076923,0.6153846153846154,0.4166666666666667,0.7692307692307693,0.6153846153846154,0.7692307692307693,0.7692307692307693,0.6666666666666666,0.4166666666666667,0.8461538461538461,0.75,0.6153846153846154,0.8333333333333334,0.7692307692307693,0.8333333333333334,0.6923076923076923,0.75,0.8333333333333334,0.6153846153846154,0.8461538461538461,0.8333333333333334,0.8461538461538461,0.6153846153846154,0.6666666666666666,0.6923076923076923,0.8461538461538461,0.5833333333333334,0.5384615384615384,0.6923076923076923,0.6923076923076923,0.7692307692307693,0.75,1.0,0.6153846153846154,0.7692307692307693,0.5384615384615384,0.6153846153846154,0.9166666666666666,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.5833333333333334,0.6666666666666666,0.6153846153846154,0.8333333333333334,0.6923076923076923,0.6666666666666666,0.46153846153846156,0.6923076923076923,0.75,0.6666666666666666,0.9166666666666666,0.6153846153846154,0.6923076923076923,0.3333333333333333,0.5833333333333334,0.75,0.6666666666666666,0.7692307692307693,0.6923076923076923,0.75,0.6153846153846154,0.5833333333333334,0.7692307692307693,0.6153846153846154,0.7692307692307693,0.6923076923076923,0.6666666666666666,0.8333333333333334,0.6923076923076923,0.9166666666666666,0.7692307692307693,0.6923076923076923,0.6666666666666666,0.6153846153846154,0.75,0.6666666666666666,0.75,0.8461538461538461,0.75,0.5384615384615384,0.5833333333333334,0.75,0.8461538461538461,0.8333333333333334,0.6153846153846154
random--la68,0.38461538461538464,0.5,0.5,0.5384615384615384,0.38461538461538464,0.5,0.38461538461538464,0.5,0.3076923076923077,0.45454545454545453,0.36363636363636365,0.46153846153846156,0.45454545454545453,0.6363636363636364,0.46153846153846156,0.5833333333333334,0.4166666666666667,0.36363636363636365,0.3333333333333333,0.38461538461538464,0.23076923076923078,0.36363636363636365,0.5,0.5,0.5833333333333334,0.45454545454545453,0.5384615384615384,0.6363636363636364,0.46153846153846156,0.5833333333333334,0.38461538461538464,0.16666666666666666,0.5384615384615384,0.5,0.5384615384615384,0.5384615384615384,0.3076923076923077,0.16666666666666666,0.6153846153846154,0.38461538461538464,0.5,0.5833333333333334,0.5384615384615384,0.46153846153846156,0.46153846153846156,0.38461538461538464,0.46153846153846156,0.38461538461538464,0.6153846153846154,0.46153846153846156,0.75,0.5,0.4166666666666667,0.46153846153846156,0.6153846153846154,0.45454545454545453,0.4166666666666667,0.5833333333333334,0.46153846153846156,0.5384615384615384,0.5,0.6153846153846154,1.0,0.5384615384615384,0.3076923076923077,0.38461538461538464,0.5384615384615384,0.46153846153846156,0.46153846153846156,0.4166666666666667,0.3333333333333333,0.5454545454545454,0.38461538461538464,0.46153846153846156,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.46153846153846156,0.5,0.3076923076923077,0.5384615384615384,0.5,0.46153846153846156,0.18181818181818182,0.3333333333333333,0.5,0.4166666666666667,0.5384615384615384,0.5833333333333334,0.5,0.5,0.23076923076923078,0.5384615384615384,0.38461538461538464,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.46153846153846156,0.46153846153846156,0.5384615384615384,0.5384615384615384,0.7272727272727273,0.4166666666666667,0.5,0.38461538461538464,0.3076923076923077,0.38461538461538464,0.6153846153846154,0.5,0.3076923076923077,0.45454545454545453,0.5,0.6153846153846154,0.46153846153846156,0.5
random--la610,0.8181818181818182,0.6666666666666666,0.8181818181818182,0.8333333333333334,0.8181818181818182,0.4166666666666667,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5,0.5454545454545454,0.9090909090909091,0.5,0.8181818181818182,0.9090909090909091,0.75,0.5833333333333334,0.5454545454545454,0.6363636363636364,0.6666666666666666,0.5,0.5454545454545454,0.6666666666666666,0.8181818181818182,0.75,0.6363636363636364,0.8333333333333334,0.6666666666666666,0.75,0.75,0.6666666666666666,0.3333333333333333,0.6923076923076923,0.5384615384615384,0.8333333333333334,0.8333333333333334,0.7272727272727273,0.45454545454545453,0.9166666666666666,0.8181818181818182,0.8181818181818182,0.75,0.8333333333333334,0.75,0.75,0.5384615384615384,0.6153846153846154,0.8181818181818182,0.9166666666666666,0.6153846153846154,0.7692307692307693,0.6666666666666666,0.5833333333333334,0.75,0.7692307692307693,0.5,0.7272727272727273,0.75,0.75,0.8333333333333334,0.6666666666666666,0.7692307692307693,0.5384615384615384,1.0,0.7272727272727273,0.6666666666666666,0.8333333333333334,0.75,0.75,0.5833333333333334,0.6363636363636364,0.5833333333333334,0.8181818181818182,0.75,0.75,0.5833333333333334,0.6363636363636364,0.9090909090909091,0.5384615384615384,0.7272727272727273,0.8333333333333334,0.8181818181818182,0.75,0.36363636363636365,0.5,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.75,0.6666666666666666,0.8181818181818182,0.6363636363636364,0.8333333333333334,0.8181818181818182,0.8333333333333334,0.9090909090909091,0.5833333333333334,0.9090909090909091,0.9090909090909091,0.8333333333333334,0.8333333333333334,0.6153846153846154,0.5833333333333334,0.8181818181818182,0.5384615384615384,0.5833333333333334,0.6666666666666666,0.9166666666666666,0.6666666666666666,0.7272727272727273,0.5,0.8181818181818182,0.9166666666666666,0.75,0.6666666666666666
random--la614,0.8888888888888888,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.8888888888888888,0.2727272727272727,0.7,0.5454545454545454,0.6,0.5,0.4,0.6363636363636364,0.36363636363636365,0.5454545454545454,0.8,0.6363636363636364,0.6,0.4,0.5,0.7,0.6666666666666666,0.4,0.7,0.7,0.5,0.5,0.7272727272727273,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.7,0.4444444444444444,0.5833333333333334,0.5454545454545454,0.5833333333333334,0.7272727272727273,0.6,0.4444444444444444,0.6666666666666666,0.7,0.7,0.5,0.5833333333333334,0.6363636363636364,0.8,0.5454545454545454,0.5,0.8888888888888888,0.6666666666666666,0.6363636363636364,0.5384615384615384,0.7,0.45454545454545453,0.8,0.6666666666666666,0.36363636363636365,0.6,0.6363636363636364,0.8,0.5833333333333334,0.5454545454545454,0.5384615384615384,0.3076923076923077,0.7272727272727273,1.0,0.7,0.5833333333333334,0.8,0.6363636363636364,0.7777777777777778,0.36363636363636365,0.45454545454545453,0.7,0.6363636363636364,0.6363636363636364,0.45454545454545453,0.6666666666666666,0.8,0.5454545454545454,0.6,0.5833333333333334,0.7,0.8,0.3333333333333333,0.36363636363636365,0.5454545454545454,0.6,0.7272727272727273,0.6363636363636364,0.4166666666666667,0.7,0.5,0.7272727272727273,0.8888888888888888,0.5833333333333334,0.6363636363636364,0.45454545454545453,0.6363636363636364,0.8,0.5833333333333334,0.7272727272727273,0.5,0.6,0.7,0.5454545454545454,0.45454545454545453,0.7,0.6666666666666666,0.5454545454545454,0.7777777777777778,0.5,0.5454545454545454,0.6666666666666666,0.6363636363636364,0.5454545454545454
random--la615,0.8,0.5,0.5,0.8181818181818182,0.8,0.5,0.6363636363636364,0.5,0.7,0.45454545454545453,0.36363636363636365,0.5833333333333334,0.3333333333333333,0.5,0.7272727272727273,0.46153846153846156,0.7,0.36363636363636365,0.6,0.6363636363636364,0.7777777777777778,0.36363636363636365,0.6363636363636364,0.6363636363636364,0.5833333333333334,0.45454545454545453,0.8181818181818182,0.5,0.7272727272727273,0.7272727272727273,0.6363636363636364,0.5555555555555556,0.6666666666666666,0.6363636363636364,0.6666666666666666,0.8181818181818182,0.7,0.5555555555555556,0.75,0.5,0.5,0.5833333333333334,0.6666666666666666,0.7272727272727273,0.9,0.6363636363636364,0.5833333333333334,0.6363636363636364,0.75,0.7272727272727273,0.6153846153846154,0.6363636363636364,0.5454545454545454,0.9,0.75,0.3333333333333333,0.7,0.7272727272727273,0.9,0.6666666666666666,0.5,0.6153846153846154,0.38461538461538464,0.6666666666666666,0.7,1.0,0.6666666666666666,0.9,0.9,0.7,0.45454545454545453,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.5833333333333334,0.4166666666666667,0.7777777777777778,0.5833333333333334,0.6363636363636364,0.5454545454545454,0.6666666666666666,0.6363636363636364,0.7272727272727273,0.3,0.45454545454545453,0.6363636363636364,0.5454545454545454,0.8181818181818182,0.7272727272727273,0.38461538461538464,0.6363636363636364,0.45454545454545453,0.8181818181818182,0.6363636363636364,0.6666666666666666,0.5833333333333334,0.4166666666666667,0.5833333333333334,0.7272727272727273,0.6666666666666666,0.8181818181818182,0.5833333333333334,0.7,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.6363636363636364,0.75,0.6363636363636364,0.5454545454545454,0.6,0.5,0.75,0.7272727272727273,0.5
random--la616,0.6666666666666666,0.6666666666666666,0.8181818181818182,0.8333333333333334,0.6666666666666666,0.5454545454545454,0.8181818181818182,0.6666666666666666,0.7272727272727273,0.38461538461538464,0.5454545454545454,0.9090909090909091,0.6363636363636364,0.6666666666666666,0.75,0.6153846153846154,0.7272727272727273,0.5454545454545454,0.5,0.5384615384615384,0.5,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.9090909090909091,0.6363636363636364,0.8333333333333334,0.6666666666666666,0.9090909090909091,0.75,0.6666666666666666,0.45454545454545453,0.6923076923076923,0.5384615384615384,0.8333333333333334,0.8333333333333334,0.7272727272727273,0.45454545454545453,0.9166666666666666,0.8181818181818182,0.6666666666666666,0.9090909090909091,0.8333333333333334,0.9090909090909091,0.75,0.6666666666666666,0.75,0.6666666666666666,0.9166666666666666,0.75,0.7692307692307693,0.6666666666666666,0.7272727272727273,0.75,0.7692307692307693,0.5,0.5833333333333334,0.75,0.75,0.6923076923076923,0.8181818181818182,0.9166666666666666,0.5384615384615384,0.8333333333333334,0.5833333333333334,0.6666666666666666,1.0,0.75,0.75,0.5833333333333334,0.6363636363636364,0.7272727272727273,0.6666666666666666,0.9090909090909091,0.75,0.5833333333333334,0.5,0.75,0.6666666666666666,0.7272727272727273,1.0,0.6666666666666666,0.75,0.36363636363636365,0.6363636363636364,0.8181818181818182,0.7272727272727273,0.8333333333333334,0.75,0.6666666666666666,0.6666666666666666,0.6363636363636364,0.8333333333333334,0.6666666666666666,0.8333333333333334,0.75,0.5833333333333334,0.9090909090909091,0.75,1.0,0.8333333333333334,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.9166666666666666,0.8181818181818182,0.5833333333333334,0.6363636363636364,0.8181818181818182,0.9166666666666666,0.9090909090909091,0.6666666666666666
random--la617,0.9,0.5833333333333334,0.5833333333333334,0.9090909090909091,0.9,0.45454545454545453,0.7272727272727273,0.5833333333333334,0.8,0.5454545454545454,0.45454545454545453,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.8181818181818182,0.5384615384615384,0.8,0.45454545454545453,0.5454545454545454,0.5833333333333334,0.7,0.45454545454545453,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.5454545454545454,0.9090909090909091,0.5833333333333334,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.5,0.75,0.7272727272727273,0.75,0.9090909090909091,0.6363636363636364,0.5,0.8333333333333334,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.75,0.8181818181818182,1.0,0.7272727272727273,0.6666666666666666,0.7272727272727273,0.8333333333333334,0.8181818181818182,0.6923076923076923,0.7272727272727273,0.6363636363636364,1.0,0.8333333333333334,0.4166666666666667,0.6363636363636364,0.8181818181818182,1.0,0.6153846153846154,0.5833333333333334,0.6923076923076923,0.46153846153846156,0.75,0.8,0.9,0.75,1.0,0.8181818181818182,0.8,0.4166666666666667,0.6363636363636364,0.7272727272727273,0.8181818181818182,0.6666666666666666,0.5,0.7,0.6666666666666666,0.7272727272727273,0.6363636363636364,0.75,0.7272727272727273,0.8181818181818182,0.4,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.9090909090909091,0.8181818181818182,0.46153846153846156,0.7272727272727273,0.5454545454545454,0.9090909090909091,0.7272727272727273,0.75,0.6666666666666666,0.5,0.6666666666666666,0.8181818181818182,0.75,0.9090909090909091,0.6666666666666666,0.8,0.7272727272727273,0.7272727272727273,0.5,0.7272727272727273,0.8333333333333334,0.7272727272727273,0.6363636363636364,0.7,0.5833333333333334,0.8333333333333334,0.8181818181818182,0.5833333333333334
random--la619,0.7272727272727273,0.46153846153846156,0.5833333333333334,0.9090909090909091,0.7272727272727273,0.45454545454545453,0.7272727272727273,0.5833333333333334,0.6363636363636364,0.4166666666666667,0.45454545454545453,0.6666666666666666,0.4166666666666667,0.5833333333333334,0.8181818181818182,0.5384615384615384,0.6363636363636364,0.45454545454545453,0.7,0.7272727272727273,0.7,0.45454545454545453,0.7272727272727273,0.5833333333333334,0.6666666666666666,0.4166666666666667,0.9090909090909091,0.5833333333333334,0.8181818181818182,0.8181818181818182,0.7272727272727273,0.5,0.6153846153846154,0.5833333333333334,0.75,0.75,0.8,0.5,0.8333333333333334,0.5833333333333334,0.5833333333333334,0.6666666666666666,0.75,0.8181818181818182,0.8181818181818182,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.8333333333333334,0.6666666666666666,0.6923076923076923,0.5833333333333334,0.6363636363636364,0.8181818181818182,0.8333333333333334,0.4166666666666667,0.8,0.8181818181818182,0.8181818181818182,0.75,0.5833333333333334,0.6923076923076923,0.46153846153846156,0.75,0.6363636363636364,0.9,0.75,0.8181818181818182,1.0,0.6363636363636364,0.5454545454545454,0.6363636363636364,0.7272727272727273,0.8181818181818182,0.6666666666666666,0.5,0.7,0.6666666666666666,0.5833333333333334,0.6363636363636364,0.75,0.5833333333333334,0.8181818181818182,0.2727272727272727,0.5454545454545454,0.7272727272727273,0.5,0.75,0.8181818181818182,0.46153846153846156,0.5833333333333334,0.5454545454545454,0.9090909090909091,0.7272727272727273,0.75,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.75,0.75,0.6666666666666666,0.6363636363636364,0.5833333333333334,0.5833333333333334,0.6363636363636364,0.5833333333333334,0.8333333333333334,0.7272727272727273,0.5,0.5454545454545454,0.5833333333333334,0.8333333333333334,0.8181818181818182,0.5833333333333334
random--la621,0.7,0.5454545454545454,0.5454545454545454,0.7272727272727273,0.7,0.4,0.7,0.4166666666666667,0.6,0.36363636363636365,0.4,0.5,0.5,0.5454545454545454,0.6363636363636364,0.5,0.7777777777777778,0.4,0.36363636363636365,0.5454545454545454,0.6666666666666666,0.4,0.7,0.5454545454545454,0.5,0.36363636363636365,0.7272727272727273,0.7,0.6363636363636364,0.8,0.7,0.625,0.5833333333333334,0.5454545454545454,0.5833333333333334,0.7272727272727273,0.45454545454545453,0.4444444444444444,0.6666666666666666,0.5454545454545454,0.7,0.6363636363636364,0.5833333333333334,0.6363636363636364,0.8,0.5454545454545454,0.5,0.7,0.6666666666666666,0.6363636363636364,0.5384615384615384,0.7,0.6,0.8,0.6666666666666666,0.25,0.6,0.8,0.8,0.46153846153846156,0.7,0.5384615384615384,0.4166666666666667,0.5833333333333334,0.7777777777777778,0.7,0.5833333333333334,0.8,0.6363636363636364,1.0,0.36363636363636365,0.6,0.5454545454545454,0.6363636363636364,0.8,0.3333333333333333,0.6666666666666666,0.6363636363636364,0.7,0.45454545454545453,0.5833333333333334,0.5454545454545454,0.8,0.3333333333333333,0.5,0.7,0.6,0.7272727272727273,0.8,0.4166666666666667,0.5454545454545454,0.36363636363636365,0.7272727272727273,0.7,0.5833333333333334,0.6363636363636364,0.45454545454545453,0.5,0.6363636363636364,0.5833333333333334,0.7272727272727273,0.6363636363636364,0.6,0.7,0.5454545454545454,0.3333333333333333,0.5454545454545454,0.6666666666666666,0.7,0.6,0.6666666666666666,0.5454545454545454,0.6666666666666666,0.6363636363636364,0.7
random--la622,0.45454545454545453,0.6,0.7777777777777778,0.5,0.45454545454545453,0.4444444444444444,0.45454545454545453,0.45454545454545453,0.5,0.2727272727272727,0.4444444444444444,0.7,0.4,0.6,0.5454545454545454,0.4166666666666667,0.5,0.625,0.4,0.45454545454545453,0.4,0.625,0.3333333333333333,0.45454545454545453,0.5454545454545454,0.4,0.5,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.3333333333333333,0.38461538461538464,0.23076923076923078,0.5,0.5,0.6666666666666666,0.7142857142857143,0.5833333333333334,0.6,0.6,0.7,0.6363636363636364,0.5454545454545454,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.45454545454545453,0.5833333333333334,0.4166666666666667,0.46153846153846156,0.3333333333333333,0.5,0.4166666666666667,0.46153846153846156,0.4,0.6666666666666666,0.5454545454545454,0.4166666666666667,0.6363636363636364,0.6,0.5833333333333334,0.3333333333333333,0.6363636363636364,0.36363636363636365,0.45454545454545453,0.6363636363636364,0.4166666666666667,0.5454545454545454,0.36363636363636365,1.0,0.5,0.6,0.5454545454545454,0.5454545454545454,0.5,0.5555555555555556,0.5454545454545454,0.45454545454545453,0.5,0.6363636363636364,0.45454545454545453,0.4166666666666667,0.375,0.5555555555555556,0.6,0.6666666666666666,0.5,0.5454545454545454,0.7777777777777778,0.45454545454545453,0.5555555555555556,0.5,0.45454545454545453,0.5,0.7,0.5,0.7,0.5454545454545454,0.6363636363636364,0.5,0.4166666666666667,0.36363636363636365,0.6,0.3333333333333333,0.6666666666666666,0.45454545454545453,0.5833333333333334,0.6,0.5,0.4,0.7777777777777778,0.5833333333333334,0.5454545454545454,0.6
random--la623,0.5454545454545454,0.5454545454545454,0.7,0.7272727272727273,0.5454545454545454,0.5555555555555556,0.7,0.5454545454545454,0.6,0.36363636363636365,0.5555555555555556,0.6363636363636364,0.5,0.7,0.6363636363636364,0.38461538461538464,0.7777777777777778,0.75,0.5,0.4166666666666667,0.36363636363636365,0.75,0.5454545454545454,0.5454545454545454,0.6363636363636364,0.5,0.7272727272727273,0.5454545454545454,0.8,0.8,0.5454545454545454,0.4444444444444444,0.46153846153846156,0.5454545454545454,0.5833333333333334,0.5833333333333334,0.6,0.4444444444444444,0.6666666666666666,0.5454545454545454,0.5454545454545454,0.8,0.5833333333333334,0.8,0.6363636363636364,0.5454545454545454,0.6363636363636364,0.4166666666666667,0.6666666666666666,0.6363636363636364,0.5384615384615384,0.5454545454545454,0.7777777777777778,0.6363636363636364,0.6666666666666666,0.5,0.6,0.8,0.6363636363636364,0.46153846153846156,0.7,0.6666666666666666,0.5454545454545454,0.5833333333333334,0.45454545454545453,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.6,0.5,1.0,0.5454545454545454,0.8,0.6363636363636364,0.45454545454545453,0.5,0.5,0.7,0.6,0.7272727272727273,0.5454545454545454,0.6363636363636364,0.5,0.6666666666666666,0.8888888888888888,0.6,0.5833333333333334,0.8,0.5454545454545454,0.5454545454545454,0.5,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.6363636363636364,0.7777777777777778,0.6363636363636364,0.5,0.7272727272727273,0.5833333333333334,0.8,0.6,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5454545454545454,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.6666666666666666,0.7,0.6666666666666666,0.8,0.5454545454545454
random--la625,0.8,0.5,0.6363636363636364,0.8181818181818182,0.8,0.25,0.6363636363636364,0.6363636363636364,0.7,0.6,0.5,0.7272727272727273,0.3333333333333333,0.6363636363636364,0.9,0.5833333333333334,0.5454545454545454,0.6666666666666666,0.6,0.6363636363636364,0.6,0.6666666666666666,0.6363636363636364,0.6363636363636364,0.5833333333333334,0.45454545454545453,0.8181818181818182,0.5,0.7272727272727273,0.7272727272727273,0.8,0.2727272727272727,0.5384615384615384,0.5,0.6666666666666666,0.6666666666666666,0.7,0.5555555555555556,0.75,0.6363636363636364,0.6363636363636364,0.5833333333333334,0.8181818181818182,0.7272727272727273,0.7272727272727273,0.5,0.5833333333333334,0.6363636363636364,0.75,0.5833333333333334,0.6153846153846154,0.5,0.5454545454545454,0.7272727272727273,0.75,0.6,0.7,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.5,0.6153846153846154,0.38461538461538464,0.8181818181818182,0.7,0.6363636363636364,0.6666666666666666,0.7272727272727273,0.7272727272727273,0.5454545454545454,0.6,0.5454545454545454,1.0,0.7272727272727273,0.5833333333333334,0.7,0.6,0.7272727272727273,0.5,0.7,0.6666666666666666,0.6363636363636364,0.7272727272727273,0.4444444444444444,0.6,0.6363636363636364,0.5454545454545454,0.6666666666666666,0.7272727272727273,0.6363636363636364,0.6363636363636364,0.7777777777777778,0.8181818181818182,0.8,0.6666666666666666,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.7272727272727273,0.6666666666666666,0.6666666666666666,0.5833333333333334,0.5454545454545454,0.6363636363636364,0.5,0.7,0.6363636363636364,0.75,0.6363636363636364,0.7,0.45454545454545453,0.6363636363636364,0.75,0.7272727272727273,0.6363636363636364
