road,one-plus-o216,one-plus-o217,one-plus-o222,one-plus-o223,one-plus-o225,one-plus-o243,random--la19,random--la1018,random--la1021,random--la26,random--la213,random--la218,random--la219,random--la232,random--la318,random--la43,random--la412,random--la430,random--la438,random--la520,random--la523,random--la532,random--la66,random--la621,random--la625,random--la631,random--la638,random--la76,random--la727,random--la86
random--la213,0.6875,0.5625,0.625,0.625,0.625,0.5625,0.6875,0.5,0.875,0.8125,1.0,0.875,0.75,0.6875,0.5625,0.8125,0.875,0.8125,0.8125,0.5,0.5625,0.875,0.6875,0.875,0.75,0.875,0.75,0.875,0.8125,0.75
random--la218,0.5625,0.5625,0.75,0.5,0.75,0.6875,0.5625,0.5,1.0,0.9375,0.875,1.0,0.75,0.5625,0.6875,0.9375,0.75,0.6875,0.8125,0.375,0.5625,1.0,0.8125,0.875,0.625,0.75,0.625,0.875,0.9375,0.875
random--la219,0.8125,0.8125,0.75,0.75,0.75,0.8125,0.6875,0.625,0.75,0.6875,0.75,0.75,1.0,0.6875,0.5625,0.6875,0.625,0.5625,0.9375,0.625,0.8125,0.75,0.9375,0.875,0.625,0.875,0.5,0.75,0.6875,0.875
random--la232,0.75,0.75,0.6875,0.8125,0.8125,0.625,0.75,0.5625,0.5625,0.5,0.6875,0.5625,0.6875,1.0,0.5,0.5,0.6875,0.625,0.75,0.8125,0.75,0.5625,0.625,0.6875,0.6875,0.8125,0.5625,0.5625,0.5,0.6875
random--la318,0.375,0.375,0.5625,0.3125,0.5625,0.5,0.5,0.5625,0.6875,0.75,0.5625,0.6875,0.5625,0.5,1.0,0.75,0.5625,0.5,0.625,0.3125,0.375,0.6875,0.625,0.6875,0.4375,0.5625,0.5625,0.6875,0.75,0.6875
random--la43,0.5,0.5,0.6875,0.4375,0.6875,0.625,0.5,0.4375,0.9375,1.0,0.8125,0.9375,0.6875,0.5,0.75,1.0,0.6875,0.625,0.75,0.3125,0.5,0.9375,0.75,0.8125,0.5625,0.6875,0.6875,0.9375,1.0,0.8125
random--la412,0.5625,0.4375,0.5,0.5,0.5,0.4375,0.8125,0.375,0.75,0.6875,0.875,0.75,0.625,0.6875,0.5625,0.6875,1.0,0.9375,0.6875,0.625,0.4375,0.75,0.5625,0.75,0.75,0.75,0.875,0.75,0.6875,0.625
random--la430,0.5,0.375,0.4375,0.4375,0.4375,0.375,0.875,0.3125,0.6875,0.625,0.8125,0.6875,0.5625,0.625,0.5,0.625,0.9375,1.0,0.625,0.5625,0.375,0.6875,0.5,0.6875,0.6875,0.6875,0.9375,0.6875,0.625,0.5625
random--la438,0.75,0.75,0.6875,0.6875,0.8125,0.75,0.75,0.5625,0.8125,0.75,0.8125,0.8125,0.9375,0.75,0.625,0.75,0.6875,0.625,1.0,0.5625,0.75,0.8125,0.875,0.9375,0.5625,0.9375,0.5625,0.8125,0.75,0.9375
random--la520,0.8125,0.8125,0.625,0.875,0.625,0.6875,0.6875,0.625,0.375,0.3125,0.5,0.375,0.625,0.8125,0.3125,0.3125,0.625,0.5625,0.5625,1.0,0.8125,0.375,0.5625,0.5,0.75,0.625,0.5,0.375,0.3125,0.5
random--la523,0.875,1.0,0.8125,0.9375,0.8125,0.875,0.5,0.8125,0.5625,0.5,0.5625,0.5625,0.8125,0.75,0.375,0.5,0.4375,0.375,0.75,0.8125,1.0,0.5625,0.75,0.6875,0.6875,0.6875,0.3125,0.5625,0.5,0.6875
random--la532,0.5625,0.5625,0.75,0.5,0.75,0.6875,0.5625,0.5,1.0,0.9375,0.875,1.0,0.75,0.5625,0.6875,0.9375,0.75,0.6875,0.8125,0.375,0.5625,1.0,0.8125,0.875,0.625,0.75,0.625,0.875,0.9375,0.875
random--la66,0.75,0.75,0.8125,0.6875,0.8125,0.875,0.625,0.5625,0.8125,0.75,0.6875,0.8125,0.9375,0.625,0.625,0.75,0.5625,0.5,0.875,0.5625,0.75,0.8125,1.0,0.8125,0.5625,0.8125,0.4375,0.6875,0.75,0.9375
random--la621,0.6875,0.6875,0.75,0.625,0.75,0.6875,0.6875,0.625,0.875,0.8125,0.875,0.875,0.875,0.6875,0.6875,0.8125,0.75,0.6875,0.9375,0.5,0.6875,0.875,0.8125,1.0,0.625,0.875,0.625,0.875,0.8125,0.875
random--la625,0.6875,0.6875,0.625,0.75,0.5,0.5625,0.5625,0.625,0.625,0.5625,0.75,0.625,0.625,0.6875,0.4375,0.5625,0.75,0.6875,0.5625,0.75,0.6875,0.625,0.5625,0.625,1.0,0.625,0.625,0.625,0.5625,0.5
random--la631,0.8125,0.6875,0.625,0.75,0.75,0.6875,0.8125,0.5,0.75,0.6875,0.875,0.75,0.875,0.8125,0.5625,0.6875,0.75,0.6875,0.9375,0.625,0.6875,0.75,0.8125,0.875,0.625,1.0,0.625,0.75,0.6875,0.875
random--la638,0.4375,0.3125,0.375,0.375,0.375,0.3125,0.8125,0.25,0.625,0.6875,0.75,0.625,0.5,0.5625,0.5625,0.6875,0.875,0.9375,0.5625,0.5,0.3125,0.625,0.4375,0.625,0.625,0.625,1.0,0.75,0.6875,0.5
random--la76,0.5625,0.5625,0.625,0.5,0.625,0.5625,0.5625,0.5,0.875,0.9375,0.875,0.875,0.75,0.5625,0.6875,0.9375,0.75,0.6875,0.8125,0.375,0.5625,0.875,0.6875,0.875,0.625,0.75,0.75,1.0,0.9375,0.75
random--la727,0.5,0.5,0.6875,0.4375,0.6875,0.625,0.5,0.4375,0.9375,1.0,0.8125,0.9375,0.6875,0.5,0.75,1.0,0.6875,0.625,0.75,0.3125,0.5,0.9375,0.75,0.8125,0.5625,0.6875,0.6875,0.9375,1.0,0.8125
random--la86,0.6875,0.6875,0.75,0.625,0.875,0.8125,0.6875,0.5,0.875,0.8125,0.75,0.875,0.875,0.6875,0.6875,0.8125,0.625,0.5625,0.9375,0.5,0.6875,0.875,0.9375,0.875,0.5,0.875,0.5,0.75,0.8125,1.0
